table_code,city,table_nbr,place_let,gender,pol_interest ,occupation,partic_past,responsabilite_pol ,grand_débat,rens_pre_eco ,rens_pre_dem ,rens_pre_fis ,rens_pre_etat ,theme,int_pre_eco ,int_pre_dem ,int_pre_fis ,int_pre_etat ,int_post_eco ,int_post_dem ,int_post_fis ,int_post_etat ,know_pre_eco ,know_pre_dem ,know_pre_fis ,know_pre_etat ,know_post_eco ,know_post_dem ,know_post_fis ,know_post_etat ,cx_pre_eco ,cx_pre_dem ,cx_pre_fis ,cx_pre_etat ,cx_post_eco ,cx_post_dem ,cx_post_fis ,cx_post_etat ,conf_trans_pre ,conf_trans_post ,conf_prise_pre ,conf_prise_post ,temps_exp_pre,oser_pre,ecoute_pre,perso_pre,sincere_pre,diff_op_pre,revendic_pre,diff_consensus_pre,change_avis_pre,respect_pre,concret_pre,discuss_pre,desaccord_aime_pre,desaccord_stimule_pre,homogen_pre,confiance_pre,temps_exp_post,oser_post,ecoute_post,perso_post,sincere_post,diff_op_post,revendic_post,diff_consensus_post,change_avis_post,respect_post,concret_post,discuss_post,desaccord_aime_post,desaccord_stimule_post,homogen_post,confiance_post,chgt_avis,deplu_quali,surplis_quali,sat_level_gen,sat_level_rythme,sat_level_exp,sat_level_info,sat_level_qual,doubl,appris,systematisation,double_answer,theme_diff,
NAN3,Nantes,NAN3,G,0,10,cadre,0,0,1,10,10,10,10,ESP,7,10,10,5,10,10,3,3,7,10,3,6,9,10,4,5,6,6,6,6,3,7,7,8,5,1,1,1,4,0,5,3,8,8,9,5,5,8,2,8,7,3,5,8,3,7,5,8,10,7,8,10,10,7,0,7,10,4,6,8,0,la_dilution_des_idees_personnelles_au_travers_de_mutilples_filtres_certains_sujets_ont_ete_voles_notttament_la_democratie_et_la_citoyennete_aucune_avancee_comme_le_RIC_aborde_aucune_innovation,les_nuages_de_mots_etaient_encourageants,3,3,6,1,7,5,4,10,0,0,
NAN4,Nantes,NAN4,A,1,7,cadre,1,0,0,0,0,0,0,ESP,10,10,5,8,10,5,5,10,6,1,5,10,5,3,2,5,NA,NA,NA,NA,0,5,0,5,9,5,0,1,5,0,0,0,10,10,10,10,0,10,0,10,5,10,0,10,10,0,NA,2,10,5,10,0,0,8,0,10,5,10,0,10,1,une_personne_venue_pour_faire_spectacle_qui_a_saboter_l_ecoute_et_s_est_autorise_de_multiples_incivilite,l_implication_des_participants,10,10,10,0,10,8,5,10,0,0,
NAN4,Nantes,NAN4,B,0,10,retraite,0,0,1,3,5,9,8,ESP,10,5,8,10,10,8,10,10,4,8,9,8,6,8,10,7,5,8,8,7,6,5,9,8,6,5,3,3,5,0,5,2,10,10,5,8,8,9,5,9,5,8,5,6,8,8,7,6,8,8,6,8,8,8,4,8,8,8,9,8,0,RAS,la_motivation_des_participants,8,8,8,6,8,8,7,5,0,0,
NAN4,Nantes,NAN4,C,1,6,emp_qualifie,2,1,1,0,0,0,0,ESP,8,6,4,8,6,8,7,10,4,5,4,5,7,7,6,7,4,4,8,8,10,5,10,8,7,8,7,5,8,7,1,1,8,6,2,0,3,8,6,10,6,10,5,5,9,0,2,0,10,7,7,2,0,8,6,10,6,9,0,7,0,je_m_inquiete_du_coup_que_ca_a_pu_generer,NA,10,6,10,8,8,7,6,7,0,0,
NAN4,Nantes,NAN4,D,1,5,agriculteur,1,0,0,0,0,0,0,ESP,6,8,7,7,2,3,5,7,4,3,5,4,4,5,5,8,7,7,6,8,5,5,6,6,7,5,6,6,9,7,6,7,7,10,3,6,6,6,8,8,7,8,4,6,9,1,1,1,8,8,6,3,3,6,6,7,5,8,2,7,1,la_chaleur_dans_la_salle_la_gestion_du_parking_exterieur,la_disponibilite_des_personnes,8,7,9,7,9,9,8,8,0,0,
NAN4,Nantes,NAN4,E,0,8,retraite,2,0,1,8,8,8,8,ESP,7,8,8,5,5,7,3,7,5,7,3,5,8,8,8,8,7,5,5,9,8,8,8,8,8,8,6,8,8,10,3,3,8,5,2,5,3,8,5,8,4,5,3,6,6,2,5,5,4,7,2,2,3,7,7,8,3,7,2,7,0,la_chaleur_dans_la_salle ,les_echanges_tres_fructueux,6,4,7,6,7,5,7,8,0,0,
NAN4,Nantes,NAN4,F,0,6,retraite,0,0,0,5,3,7,6,ESP,6,10,7,7,10,7,9,9,8,4,8,6,8,7,6,8,7,6,4,7,2,6,6,7,5,6,6,6,6,5,6,1,1,7,5,7,4,7,4,10,6,9,2,5,8,1,7,10,9,7,5,2,3,10,5,10,3,10,3,8,0,la_chaleur_dans_la_salle/temperature_les_places_de_parking_payantes,Bonne_ambiance_L_hebergement_et_les_repas_et_collations_tres_bien,8,6,7,8,7,NA,7,10,0,0,
NAN5,Nantes,NAN5,A,1,7,retraite,0,0,0,5,6,5,5,FDP,4,5,7,5,8,8,8,5,5,6,2,4,6,6,7,5,7,8,7,5,4,4,6,5,6,5,7,4,5,6,4,4,6,7,3,6,4,8,5,7,7,5,5,5,8,5,2,2,8,4,6,3,3,8,6,6,4,4,4,5,0,NA,l_implication_de_tous,8,6,8,7,6,9,6,8,0,0,
NAN5,Nantes,NAN5,B,0,9,cadre,3,0,1,1,10,1,10,FDP,9,5,10,4,7,10,9,5,NA,9,3,8,6,9,7,6,9,9,7,8,9,7,3,9,9,8,5,8,2,8,3,5,8,4,9,6,8,4,8,6,2,8,8,9,3,2,5,8,8,9,9,3,3,8,8,9,3,8,4,8,1,NA,des_citoyens_plutot_positifs_et_constructifs,8,6,8,6,5,8,8,9,0,0,
NAN5,Nantes,NAN5,C,0,NA,retraite,0,0,0,10,8,8,8,FDP,10,5,10,10,6,6,8,5,10,8,8,8,9,4,6,8,5,3,5,8,5,4,9,8,2,2,2,2,8,2,0,5,5,5,8,8,8,8,2,8,5,8,9,5,8,4,3,6,10,8,8,2,8,8,2,6,6,8,8,6,0,pas_sut_que_la_representativite_soit_veritable,belle_organisation ,6,8,8,2,6,10,2,2,0,0,
NAN5,Nantes,NAN5,D,1,7,sans_emploi,1,0,1,2,2,2,2,FDP,9,8,8,7,8,10,9,9,5,6,4,6,5,6,5,5,8,6,9,9,5,4,8,8,8,3,5,5,10,8,0,8,5,5,5,5,2,7,4,8,2,4,3,7,8,2,5,2,9,8,7,4,2,5,2,9,3,5,2,5,1,NA,NA,9,7,8,8,9,10,7,NA,0,0,
NAN5,Nantes,NAN5,F,0,6,cadre,2,0,1,10,5,5,5,FDP,8,10,9,3,10,9,8,7,9,7,6,8,10,7,6,6,8,9,8,8,9,8,7,7,4,6,3,3,9,9,5,6,7,5,5,7,8,7,4,6,4,7,5,6,7,4,4,4,4,5,5,4,5,8,3,7,5,6,3,6,0,"le_cadre_tres_contraint_l'absence_de_jeunes,_de_pauvres_ou_milieux_peu_eduques_et_de_pus_de_75_as",l_ecoute_entre_les_personnes,6,8,8,3,8,8,6,7,0,0,
NAN5,Nantes,NAN5,G,1,5,intermediaire,1,0,0,0,0,0,0,FDP,8,8,8,7,10,5,5,10,5,5,5,5,9,6,5,9,6,6,6,6,0,4,5,1,5,1,5,2,4,0,6,5,5,10,0,5,4,4,4,4,4,5,5,6,2,1,1,1,6,7,NA,2,NA,9,4,5,3,5,5,9,0,la_chaleur_dans_la_salle_effet_de_serre_pas_dutout_ecolo_de_ne_pas_pouvoir_aborde_de_theme_de_la_mondialisation_du_commerce_mondial_ni_la_politique_francaise_l_ecologie,mes_partenaires_de_tablee_le_novotel_l_acceuil,4,1,7,3,7,7,3,4,0,0,
NAN6,Nantes,NAN6,A,1,9,cadre,1,0,1,9,9,9,8,FDP,6,10,10,9,10,10,9,9,7,7,7,7,8,8,8,8,6,8,6,6,7,8,7,7,8,10,NA,10,5,0,7,7,8,7,5,6,6,7,7,9,0,9,0,3,10,0,1,1,9,6,4,0,5,9,7,10,5,9,1,5,0,NA,l_organisation_tres_performante_et_accueillante,10,10,10,9,10,9,9,NA,0,0,
NAN6,Nantes,NAN6,B,0,5,retraite,0,0,0,NA,5,4,4,FDP,NA,NA,NA,NA,5,7,10,9,8,4,NA,2,6,5,3,6,8,7,8,2,4,6,8,8,5,8,5,6,10,5,5,5,10,8,0,7,2,5,8,10,2,10,2,5,10,1,0,0,10,5,4,0,5,10,5,10,0,10,3,9,1,RAS,la_franchise_et_la_spontaneite_des_participants,8,7,10,8,9,10,7,9,0,0,
NAN6,Nantes,NAN6,C,1,6,retraite,0,1,1,6,7,8,6,FDP,10,8,8,10,8,6,8,8,5,5,5,5,5,5,5,5,6,7,10,10,3,5,5,6,7,7,8,8,4,6,3,6,3,9,0,9,5,7,3,9,5,9,1,1,10,1,3,2,3,8,5,7,1,9,3,10,6,10,3,1,0,un_peu_trop_long_1_a_2h_de_moins_auraient_ete_bienvenues,la_cohesion_de_groupe_qui_s_est_installe_enter_les_personnes_de_la_meme_table,10,8,9,7,8,10,7,7,0,0,
NAN6,Nantes,NAN6,D,0,6,retraite,1,0,1,0,0,0,0,FDP,7,4,7,6,6,6,7,6,4,5,5,5,5,5,6,5,4,4,4,4,6,6,7,6,6,6,6,6,5,5,6,6,6,7,4,8,7,7,7,6,8,6,6,7,7,3,3,3,7,7,5,4,4,8,6,7,7,7,4,8,NA,NA,NA,8,7,7,8,8,8,6,7,0,0,
NAN6,Nantes,NAN6,E,1,5,etudiant,0,0,0,5,7,5,7,FDP,8,7,9,6,8,8,10,9,4,6,3,5,6,7,9,7,7,7,9,7,6,6,7,6,8,NA,5,7,9,5,3,2,7,9,4,6,3,10,5,10,4,NA,3,4,10,1,0,0,9,8,6,3,0,10,5,10,2,9,1,7,1,rien,la_bonne_entente_generale_du_croupe_dans_lequel_j_etais_l_organisation_parfaite ,10,9,10,10,9,10,9,7,0,0,
NAN6,Nantes,NAN6,F,0,7,artisan,1,0,1,2,2,2,2,FDP,8,9,7,7,8,7,8,8,7,5,6,5,6,7,7,6,5,5,5,5,5,5,8,8,8,8,4,5,5,1,5,2,8,5,5,5,3,7,3,7,6,5,5,5,7,7,1,1,7,5,7,1,1,8,5,7,2,7,2,7,0,ruthme_soutenu,echanges_tres_agreable,8,3,8,7,8,8,7,8,0,0,
NAN6,Nantes,NAN6,G,0,8,retraite,0,0,0,2,3,9,9,FDP,NA,6,6,10,9,8,9,9,6,6,9,9,5,7,7,8,9,9,9,9,5,5,5,5,5,5,5,5,NA,0,0,3,6,6,8,4,5,5,5,7,5,7,5,6,9,1,1,1,9,5,7,1,1,9,5,9,1,7,9,9,0,NA,tres_bonne_preparation_de_ce_debat,9,9,9,8,NA,9,8,8,0,0,
NAN7,Nantes,NAN7,A,1,5,emp_qualifie,0,0,0,0,0,0,0,FDP,7,10,9,6,9,7,8,8,8,6,4,8,8,6,6,8,10,8,10,8,7,7,9,9,7,9,6,NA,7,0,4,5,7,8,5,5,5,8,5,4,8,7,7,8,8,3,3,3,8,5,5,3,5,8,6,6,7,7,8,7,0,peu_de_moins_de_40_ans ,qualite_des_echanges_diversite_des_horizons_profils,8,8,8,8,8,8,7,6,0,0,
NAN7,Nantes,NAN7,B,NA,8,retraite,NA,0,1,0,0,0,0,FDP,8,3,5,8,7,3,8,8,3,5,7,4,4,4,8,5,4,3,7,3,5,4,8,5,7,3,3,3,0,8,7,5,5,7,4,8,5,8,5,8,8,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
NAN7,Nantes,NAN7,C,0,8,artisan,0,0,0,0,0,0,0,FDP,10,8,9,9,8,8,10,9,5,6,5,8,6,3,7,8,8,9,10,10,8,8,8,8,5,7,3,6,9,0,5,5,5,10,10,3,5,10,9,10,0,7,2,5,3,4,8,7,10,9,7,5,NA,7,5,10,0,10,10,7,0,NA,NA,10,7,7,9,10,10,6,9,0,0,
NAN7,Nantes,NAN7,E,1,5,artisan,0,1,0,0,0,0,0,FDP,5,10,10,2,8,8,5,5,7,7,0,2,7,7,7,5,4,3,10,8,3,4,8,7,7,7,5,5,5,5,5,2,3,7,1,4,4,5,4,8,6,6,3,5,5,0,0,0,2,5,7,0,2,8,4,10,0,10,0,5,0,peut_etre_la_chaleur,peu_de_jeunes_manque_d_implication,8,6,9,6,7,8,7,10,0,0,
NAN7,Nantes,NAN7,F,1,8,autre,0,0,0,8,0,4,0,FDP,4,10,8,8,10,7,7,7,8,5,8,3,8,6,6,6,NA,NA,NA,NA,4,5,9,7,7,7,5,6,7,7,5,4,9,8,6,7,6,8,3,9,0,8,3,8,8,0,0,0,5,5,NA,2,3,10,2,10,2,10,2,5,0,les_travaux_restent_superficielles_et_approximatifs,l_organisation_etait_tres_operationnelle ,7,7,8,7,8,9,7,8,0,0,
NAN7,Nantes,NAN7,G,0,8,retraite,0,NA,0,NA,NA,NA,NA,FDP,10,8,10,8,8,10,10,8,NA,NA,NA,NA,8,10,8,10,NA,NA,NA,NA,4,7,8,8,NA,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
NAN8,Nantes,NAN8,A,0,NA,retraite,3,1,1,6,5,7,6,FDP,8,8,6,9,7,7,8,7,6,5,7,7,6,7,7,7,6,6,8,7,7,7,8,7,7,5,7,5,8,1,7,6,7,8,7,6,4,7,6,8,7,8,3,7,5,0,3,3,7,7,8,6,5,8,6,8,2,7,3,7,0,RAS,la_relative_competence_et_interet_des_gens_avec_j_etais_atable,6,7,7,7,8,7,8,8,0,0,
NAN8,Nantes,NAN8,B,0,6,intermediaire,0,0,0,NA,NA,6,NA,FDP,NA,9,NA,8,NA,NA,9,NA,NA,NA,5,NA,NA,NA,7,NA,NA ,NA,7,NA,NA,NA,6,NA,7,8,6,8,8,0,6,5,8,9,2,3,7,5,9,10,NA,7,2,8,7,0,6,4,7,8,4,6,2,6,8,8,2,7,2,7,NA,NA,la_richesse_de_contributions_et_opinions_exprimees_sur_l_ensemble_des_themes,NA,NA,NA,NA,NA,NA,7,8,0,0,
NAN8,Nantes,NAN8,C,0,1,intermediaire,NA,0,1,0,0,0,0,FDP,10,10,10,10,10,10,10,NA,5,5,5,5,NA,NA,4,NA,NA,NA,9,NA,1,1,1,1,NA,6,NA,6,9,0,0,0,9,9,10,10,0,0,5,10,0,10,0,0,10,0,9,8,10,10,2,4,6,10,4,10,0,10,0,6,0,parking,tout,10,10,10,10,10,10,9,10,0,0,
NAN8,Nantes,NAN8,D,0,10,emp_qualifie,NA,0,0,0,0,0,0,FDP,10,6,8,8,6,8,9,9,5,5,6,7,4,6,8,8,2,NA,2,2,2,2,4,4,2,8,2,5,6,0,6,2,8,2,10,2,5,10,2,8,0,10,8,9,10,8,2,2,8,2,10,2,0,10,0,6,6,5,8,10,0,le_manque_d_info_sur_la_suite_pas_de_suite??,l_ambiance_la_volonte,8,8,8,8,8,8,5,10,0,0,
NAN8,Nantes,NAN8,E,0,10,ouv_qualifie,0,0,0,6,6,6,6,FDP,10,10,10,7,10,10,7,10,8,8,4,7,8,8,7,8,3,3,9,8,3,5,8,8,1,4,2,2,10,0,0,NA,8,8,5,5,5,9,2,10,0,10,8,8,8,0,0,0,9,7,7,2,0,10,7,10,0,10,6,7,1,0,l_echange_tirees_etait_tres_riche,8,8,10,7,10,9,7,10,0,0,
NAN8,Nantes,NAN8,F,0,2,cadre,0,0,0,1,1,1,1,FDP,5,10,10,5,10,10,10,10,8,8,2,2,5,5,5,5,8,8,10,10,8,5,8,9,10,7,10,7,5,0,0,3,7,10,5,5,0,10,10,10,0,10,0,10,10,0,0,0,10,10,10,7,0,0,5,10,0,10,0,10,1,NA,l_echange_la_diversite_la_responsabilite,9,9,9,10,10,10,10,10,0,0,
NAN9,Nantes,NAN9,B,1,5,emp_qualifie,1,0,1,2,2,5,5,TE,9,7,8,10,10,6,9,9,5,3,5,3,8,5,5,5,1,1,1,1,3,7,7,7,3,5,3,5,3,8,5,6,8,6,8,8,5,8,5,8,5,7,5,5,5,0,0,0,3,2,8,1,NA,10,8,9,1,10,3,5,1,le_questionnaire_trop_long_avec_des_question_qui_se_repete,NA,8,9,NA,6,10,9,8,9,0,0,
NAN9,Nantes,NAN9,C,0,5,cadre,0,0,0,0,0,0,0,TE,10,7,8,10,10,10,10,10,2,5,9,9,5,6,10,7,5,5,5,5,4,4,0,2,5,5,5,5,6,0,0,0,10,10,5,7,5,10,5,10,6,8,0,5,6,10,0,0,10,6,6,0,0,10,5,10,0,10,0,6,1,l_apparition_du_ministre_dans_un_debat_citoyen_puis_photo_dans_la_presse,engagement_civique_des_participants,7,5,10,9,10,10,8,10,0,0,
NAN9,Nantes,NAN9,E,1,5,retraite,0,0,0,0,0,0,0,TE,8,8,8,5,8,7,6,6,5,5,4,5,8,4,3,5,7,7,7,7,4,5,9,7,9,10,6,7,10,2,2,8,7,7,0,8,3,7,6,6,NA,7,6,9,10,2,1,2,8,5,5,1,5,9,7,8,5,7,6,8,0,le_repas_debout,une_bonne_ambiance_des_participants_a_l_ecoute_les_uns_des_autres,9,9,10,7,8,9,7,7,0,0,
NAN9,Nantes,NAN9,F,0,4,cadre,1,0,1,0,4,0,4,TE,6,0,8,9,8,8,9,7,4,6,4,6,5,5,4,5,8,9,5,9,10,8,9,9,8,5,8,8,10,1,10,1,8,8,0,2,2,9,7,9,2,9,2,9,8,2,2,0,8,4,8,2,2,9,4,8,3,8,3,7,NA,etre_impose_du_sujet_a_debattre,l_envie_de_chacun_de_s_exprimer_et_la_chance_d_avoir_ete_choisi,9,4,9,8,8,8,7,NA,0,0,
NAN9,Nantes,NAN9,G,NA,6,emp_non,3,0,0,0,0,0,0,TE,8,8,10,5,8,10,5,5,4,4,0,2,6,6,0,3,7,7,10,8,6,7,10,10,8,5,3,5,4,6,2,1,1,10,0,10,2,8,7,10,3,7,2,2,2,10,8,4,3,4,0,10,2,7,5,10,2,6,3,7,0,"le_manque_d'ecoute,_la_conversation_parallele_le_rythme_tres_soutenu_des_activites_le_manque_de_facilitation_sur_la_taille_aucune_reformulation",la_facilite_de_prise_de_contact_d_echange,7,3,3,7,6,2,5,10,0,0,
NAN9,Nantes,NAN9,H,0,6,cadre,0,0,0,0,0,0,0,TE,10,10,9,10,10,7,7,7,6,4,5,5,8,7,7,6,8,7,7,7,3,6,5,6,7,5,5,3,6,1,3,5,5,8,6,7,4,7,3,8,6,6,3,6,7,1,3,6,7,8,8,7,4,8,5,8,5,6,3,7,0,la_presence_du_ministre_encombrante_desagreable_inutile,L_ouverture_et_la_sympathie_des_participants_l_esprit_ouvert_de_chacun_associe_aux_cultures_differentes_qui_permet_d_obtenir_une_foule_d_arguments,7,7,8,7,8,7,7,9,0,0,
NAN9,Nantes,NAN9,I,1,10,artisan,2,1,1,9,7,4,9,TE,4,10,8,4,10,9,4,9,8,7,4,8,10,9,4,8,9,7,4,8,10,9,4,8,10,10,7,NA,NA,NA,NA,NA,10,10,NA,NA,NA,10,10,10,NA,7,NA,NA,10,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,0,l_ecologie_nous_a_tous_reunis_et_contribuer_a_bon_echange,10,10,10,10,10,10,10,NA,0,0,
NAN9,Nantes,NAN9,?,0,10,cadre,0,1,0,0,0,0,0,TE,10,10,10,NA,10,4,9,7,8,NA,9,9,9,5,9,9,NA,NA,NA,NA,5,7,6,4,10,8,4,4,8,0,8,0,1,5,3,4,5,4,7,8,3,8,3,8,7,0,1,1,10,2,8,NA,1,1,5,8,0,9,2,9,1,NA,aspect_participatif,9,8,9,NA,NA,6,6,9,0,0,
NAN10,Nantes,NAN10,A,0,8,intermediaire,2,1,0,NA,NA,NA,NA,TE,9,8,8,5,9,8,7,8,5,6,4,6,5,6,5,7,5,5,9,8,3,6,7,7,6,2,3,2,6,4,7,4,5,8,3,6,5,6,3,9,2,5,2,5,6,3,3,6,7,7,5,5,5,7,2,7,3,8,3,5,0,NA,NA,5,5,6,7,7,7,5,1,0,0,
NAN10,Nantes,NAN10,B,1,6,intermediaire,1,0,0,0,0,0,0,TE,7,10,8,4,8,5,4,5,7,7,5,7,8,7,5,9,10,10,10,10,10,10,10,10,10,6,5,5,10,9,3,5,10,10,6,5,5,7,4,10,1,9,1,6,8,0,2,4,8,3,5,5,5,10,3,8,2,9,2,6,0,"la_redondance_de_certaines_activites_le_formalisme_le_peu_de_fond_des_debats,_banalite_et_parfois_idealisme_des_idees",la_cordialite_le_respect_des_opinions_de_chacun_l_organisation_logistique_parfaite_des_rencontres_de_personnes_interessees_et_interessantes,7,7,10,5,NA,5,7,8,0,0,
NAN10,Nantes,NAN10,C,1,6,cadre,0,1,0,2,3,0,3,TE,10,6,10,4,6,10,4,10,4,8,3,7,4,8,3,7,7,6,10,8,6,8,7,8,5,3,3,4,4,6,5,5,8,9,1,7,5,5,3,10,0,7,2,2,6,4,2,4,7,6,2,1,2,9,3,10,1,7,0,5,0,"contenu_redondant_longueur_dans_les_travaux_manque_de_profondeur_dans_les_sujets_traites_impression_que_les_travaux_sont_orientes_deux_idees_accessibilite_a_tous_MAIS_absence_de_certaines_population_jeunes,_personnes_des_quartiers_par_exemple_Donc_pas_assez_representatifs_des_citoyens",tres_bonne_logistique_et_organisation_de_l_evenement._concept_tres_interessant_accessibilite_a_tous_MAIS_voir_parti_apres,7,4,7,7,8,6,6,10,0,0,
NAN10,Nantes,NAN10,D,1,5,emp_qualifie,0,0,0,4,5,5,6,TE,5,3,4,5,5,5,6,6,3,5,6,4,6,5,6,6,5,5,6,7,5,6,6,6,4,6,4,6,7,6,4,5,7,4,3,8,3,9,8,7,6,6,1,5,6,3,2,3,8,3,4,2,1,9,5,6,3,5,3,4,0,le_choix_des_themes_trop_larges_qui_s_etend_sur_des_sous_themes_nombreux_donc_risque_de_ne_pas_pouvoir_tout_traite,les_opinions_de_chacun_un_bon_moment_d_echange_et_de_rencontre_le_faite_de_jouir_d_un_devoir_de_citoyennete,5,6,6,7,6,8,8,8,0,0,
NAN10,Nantes,NAN10,E,1,5,cadre,0,NA,0,NA,5,NA,NA,TE,7,10,8,8,9,NA,NA,NA,8,7,7,5,8,NA,NA,NA,8,8,7,7,8,NA,NA,NA,NA,7,NA,6,8,10,9,8,9,8,4,7,8,8,4,8,NA,8,9,4,9,1,1,1,9,2,4,2,1,9,3,9,5,6,2,5,0,NA,NA,8,8,9,7,8,9,7,7,0,0,
NAN10,Nantes,NAN10,F,0,4,autre,2,0,1,0,0,0,0,TE,7,6,10,7,9,10,9,8,6,7,6,6,8,7,6,7,7,7,7,7,9,6,10,9,7,7,6,7,10,0,0,6,9,9,7,0,0,8,7,9,0,9,0,8,8,0,0,3,9,8,9,1,1,9,6,10,0,10,0,8,0,le_protocole_peut_etre_trop_restrictif,le_facilitateur_et_les_personnes_ressources_sont_une_bonne_idee,8,7,8,8,9,8,9,7,0,0,
NAN10,Nantes,NAN10,G,0,5,retraite,0,0,0,2,2,2,2,TE,10,10,10,10,5,8,8,8,NA,3,3,3,8,5,5,5,1,5,10,10,10,10,10,10,10,5,10,3,10,0,5,0,0,5,5,5,5,4,5,10,2,10,0,5,5,8,8,8,5,5,5,5,5,8,3,6,3,5,0,6,0,NA,NA,5,7,7,7,7,10,8,5,0,0,
NAN11,Nantes,NAN11,A,0,8,intermediaire,0,0,0,1,0,1,1,TE,8,6,7,8,8,8,7,9,6,4,3,3,6,6,6,6,9,8,7,9,8,8,8,8,8,5,5,5,2,3,6,2,7,9,3,9,5,7,3,7,6,4,NA,7,7,3,1,1,6,9,7,1,5,6,5,9,1,8,3,6,NA,Peut_etre_un_peu_oriente,cohension_du_groupe,7,8,8,7,8,9,7,6,0,0,
NAN11,Nantes,NAN11,B,1,8,emp_qualifie,0,0,1,5,5,6,4,TE,6,7,10,10,8,8,8,8,6,7,7,6,6,7,7,6,6,6,6,6,5,NA,NA,NA,8,7,5,6,6,5,5,6,8,8,5,9,5,8,5,8,8,8,5,5,8,8,3,7,9,5,1,2,8,7,7,NA,9,5,4,5,0,NA,la_production_des_travaux,8,6,8,6,7,6,7,10,0,0,
NAN11,Nantes,NAN11,C,0,8,cadre,2,0,1,0,0,0,0,TE,8,7,6,8,9,7,5,7,9,9,7,7,8,8,7,7,3,5,9,9,5,8,9,6,9,9,8,8,8,3,5,5,9,9,5,8,9,7,4,8,8,7,3,5,9,0,0,3,10,9,6,0,5,9,7,9,5,7,3,8,1,le_temps_passe_tres_vite,la_possibilite_d_echanger_de_maniere_ouverte_sur_tous_les_sujets,10,8,9,7,9,10,8,10,0,0,
NAN11,Nantes,NAN11,D,0,6,retraite,0,0,0,0,0,0,0,TE,10,10,10,10,10,9,9,8,5,3,2,2,10,9,8,7,5,5,5,5,8,6,6,6,7,7,6,6,6,0,7,9,5,6,2,6,4,7,5,8,3,10,0,10,5,7,4,5,7,8,9,5,5,7,6,9,5,9,5,9,0,NA,NA,8,4,8,6,9,7,8,10,0,0,
NAN11,Nantes,NAN11,E,1,5,intermediaire,0,0,0,0,0,0,0,TE,8,10,6,7,10,8,7,8,8,6,6,6,8,7,5,6,9,9,9,9,8,8,8,8,8,8,8,8,8,7,5,5,7,5,2,5,5,7,4,6,6,8,7,6,7,2,0,0,10,9,5,3,5,10,5,7,8,7,7,5,NA,contrainte_de_choix_d_une_seule_proposition_au_theme,facilite_d_echange,9,7,9,7,8,8,7,7,0,0,
NAN11,Nantes,NAN11,F,NA,6,retraite,0,0,0,0,0,0,0,TE,10,7,8,8,6,6,6,6,3,4,5,8,2,5,5,8,5,5,5,5,6,6,7,7,8,6,5,6,4,3,5,10,7,10,2,10,7,5,4,6,4,10,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
NAN11,Nantes,NAN11,G,0,8,autre,0,0,0,0,0,0,0,TE,8,10,10,8,9,9,5,5,9,7,5,4,9,7,4,5,9,9,9,9,9,7,8,8,4,7,NA,2,4,2,6,8,7,5,2,8,5,9,1,9,4,8,1,7,7,2,2,2,5,6,6,2,3,8,1,8,2,9,3,7,0,le_temps_et_la_contrainte_d_etablir_qu_une_proposition_sur_un_theme_tire_au_sort,la_participation_l_echange_et_l_ecoute,8,7,7,7,8,8,7,9,0,0,
NAN12,Nantes,NAN12,A,1,10,retraite,0,0,0,2,5,5,5,TE,9,0,10,8,10,10,2,5,2,5,5,5,5,7,2,5,0,5,5,5,9,9,5,5,5,8,5,7,1,8,8,5,5,5,1,5,5,5,2,9,9,NA,5,4,10,2,0,0,10,10,1,1,1,10,8,10,1,10,1,10,1,les_repas,la_discussion,10,10,10,10,10,10,10,10,0,0,
NAN12,Nantes,NAN12,B,1,4,ouv_non,0,0,0,0,0,0,0,TE,8,10,8,0,10,5,NA,7,5,5,0,5,5,5,0,3,NA,NA,NA,NA,0,5,10,5,5,3,0,0,5,0,0,0,10,10,0,5,3,10,0,10,0,10,5,10,10,0,0,3,10,5,10,0,0,10,0,10,0,10,5,10,0,le_sentiment_que_ces_propositions_ne_seront_pas_entendues_ni_mises_en_oeuvre_par_nos_politiques,convivialite_rencontres_echanges_d_idees_sans_animosite,10,10,10,10,10,10,7,10,0,0,
NAN12,Nantes,NAN12,C,1,9,retraite,0,0,1,7,2,2,2,TE,9,10,8,9,10,6,9,8,8,6,7,8,9,6,7,6,NA,NA,NA,NA,9,10,10,10,3,6,3,3,NA,9,1,6,7,10,8,10,5,7,0,5,9,NA,8,6,9,9,8,3,10,4,7,9,NA,9,4,8,5,9,9,9,0,NA,l_interet_que_les_citoyens_portent_aux_question_posees,9,7,9,5,9,10,7,10,0,0,
